title;custom__category;base_url;custom__name_en;custom__unirank;custom__forbes_rank;custom__raex_rank;custom__qs_rank;custom__the_rank;custom__city;custom__region;page__1;page__2;page__3;site_error;vi_not_work;vi_found;vi_m_f;vi_b_f;vi_is_panel;vi_is_apply_changes;vi_is_reload;vi_is_cross_pages;vi_font_sizes;vi_color_schemes;vi_pictures_modes;vi_font_sizes_wc;vi_color_schemes_wc;vi_pictures_switch_wc;vi_line_spacing;vi_letter_spacing;vi_scroll;vi_scale_br;vi_another_content;vi_fonts_switch;site_engine;vi_source;site_lang;site_front;site_crm
Тульский государственный педагогический университет им. Л.Н.Толстого;гуманитарный;https://tsput.ru/;Tula State Pedagogical University;161;;;;;Тула;71;https://tsput.ru/;https://tsput.ru/ent/2021/;https://tsput.ru/faculties_and_departments/;;;1;0;1;1;1;1;1;3;5;3;1;1;1;1;1;;;;2;1c-bitrix;slabovid.ru (mibok);php;;
Тульский Государственный университет;общий;http://tsu.tula.ru/;Tula State University;83;;;;;Тула;71;http://tsu.tula.ru/;https://tsu.tula.ru/abitur/;https://tsu.tula.ru/studotryady;;;1;1;1;1;1;1;0;3;2;;1;1;;;;1;1;;;;;php;;
Тувинский государственный университет;общий;http://tuvsu.ru/;Tyva State University;300;;;;;Кызыл;17;http://tuvsu.ru/;http://abiturient.tuvsu.ru/;http://tuvsu.ru/vuz/1448/;;;1;1;1;1;1;;;3;3;2;1;1;1;;;;1;;2;;lidrekon.ru;;;
Тюменский индустриальный университет;спец технический;https://www.tyuiu.ru/;Tyumen Industrial University;44;;89;;;Тюмень;72;https://www.tyuiu.ru/;https://www.tyuiu.ru/abitur/;https://www.tyuiu.ru/1026-2/osnovnaya-informatsiya/;;;1;1;1;1;1;;1;10;5;3;1;1;0;1;1;;;;2;wordpress;isvek.ru (bvi);php;;
Тюменский государственный университет;общий;https://www.utmn.ru/;University of Tyumen;46;70;75;22;9;Тюмень;72;https://www.utmn.ru/;https://abiturient.utmn.ru/postuplenie/priemnaya-kampaniya-2021/;https://www.utmn.ru/studentam/molodezhka/stud-soobshchestva/;;;1;1;1;1;1;1;1;3;3;2;1;1;1;;1;;;;;1c-bitrix;;php;;
Удмуртский государственный университет;общий;https://udsu.ru/;Udmurt State University;88;;;;;Ижевск;18;https://udsu.ru/;https://udsu.ru/admissions/committee;https://udsu.ru/chapters/institutes;;;1;1;1;;1;1;1;;;;;;;;;;1;;;;;;;
Ульяновский государственный педагогический университет имени И. Н. Ульянова;гуманитарный;http://www.ulspu.ru/;Ulyanovsk State Pedagogical University;218;;;;;Ульяновск;73;http://www.ulspu.ru/;https://www.ulspu.ru/abitur/;https://www.ulspu.ru/students/ssc/about/;;;1;0;1;1;1;;1;3;3;2;1;1;1;;;;;;;1c-bitrix;bitrix special-aaVersion;php;;
Ульяновский государственный технический университет;общий технический;https://www.ulstu.ru/;Ulyanovsk State Technical University;112;;;;;Ульяновск;73;https://www.ulstu.ru/;https://ulstu.ru/abitur/;https://old.ulstu.ru/main/view/article/5000;;;1;0;1;1;1;;1;10;5;3;1;1;1;1;1;;;;2;1c-bitrix;isvek.ru (bvi);php;;
Ульяновский государственный университет;общий;https://www.ulsu.ru/;Ulyanovsk State University;64;;;;;Ульяновск;73;https://www.ulsu.ru/;http://abiturient.ulsu.ru/;https://www.ulsu.ru/ru/sveden/struct/00hwt9z8-y5bv-why5-c9ju-53oswz6pjdbc/;;;1;0;1;1;0;;1;3;5;;1;1;;;1;1;1;;;;;;;
Уральский государственный архитектурно-художественный университет;архитектурный;https://usaaa.ru/;;;;;;;Екатеринбург;66;https://usaaa.ru/;https://www.usaaa.ru/applicant;https://www.usaaa.ru/students/tvorcheskie-kollektivy;;;1;1;1;;1;1;1;;;;;;;;;1;1;1;;plone cms;;python;;
Уральский государственный горный университет;спец технический;http://www.ursmu.ru/;Ural State Mining University;272;;;;;Екатеринбург;66;http://www.ursmu.ru/;http://abit.ursmu.ru/;http://activities.ursmu.ru/skc.html;;;1;1;1;1;1;0;0;5;5;3;1;1;1;1;1;1;1;;2;;isvek.ru (bvi);;;
Уральский государственный лесотехнический университет;спец технический;http://usfeu.ru/;Ural State Forestry University;243;;;;;Екатеринбург;66;http://usfeu.ru/;http://usfeu.ru/abiturientu/;http://usfeu.ru/struktura/instituty-fakultety-kafedry/;;;1;1;1;1;1;;1;10;5;3;0;1;1;1;1;;;;2;;isvek.ru (bvi);;;
Уральский государственный юридический университет;гуманитарный;https://www.usla.ru/;Ural State Law Academy;158;;;;;Екатеринбург;66;https://www.usla.ru/;https://priem.usla.ru/;https://www.usla.ru/students/extracurricular-activities/;;;1;1;1;1;1;1;1;3;5;3;1;1;0;1;1;;;;2;1c-bitrix;slabovid.ru (mibok);php;;
Уральский государственный педагогический университет;гуманитарный;https://uspu.ru/;Ural State Pedagogical University;52;;;;;Екатеринбург;66;https://uspu.ru/;https://uspu.ru/abitur/;https://uspu.ru/student/org/;;;1;1;1;1;1;;1;3;3;2;1;0;0;;;;;;;1c-bitrix;;php;;
Уральский федеральный университет имени первого Президента России Б.Н. Ельцина;общий;https://urfu.ru/;Ural Federal University;6;11;12;11;8;Екатеринбург;66;https://urfu.ru/;https://urfu.ru/priemurfu/;https://urfu.ru/ru/students/leisure/;;;1;1;0;1;1;1;1;4;3;2;1;1;1;;;1;;1;;typo3;;php;vue.js;
Уральский государственный экономический университет;общий;https://www.usue.ru/;Ural State University of Economics;93;;;;;Екатеринбург;66;https://www.usue.ru/;https://abit.usue.ru/;https://www.usue.ru/studentam/dom-kul-tury/;;;1;1;;1;1;;1;3;3;2;1;1;1;;;1;1;1;;;;php;;
Уфимский государственный авиационный технический университет (УГАТУ);спец технический;https://www.ugatu.su/;Ufa State Aviation Technical University;82;;;21;9;Уфа;2;https://www.ugatu.su/;https://ugatu.su/abitur/;https://www.ugatu.su/science/;;;1;1;1;1;1;;1;10;5;3;1;0;0;1;1;;;;2;django cms;isvek.ru (bvi);python;;
Уфимский государственный нефтяной технический университет;спец технический;http://rusoil.net/;Ufa State Petroleum Technological University;104;;55;;;Уфа;2;http://rusoil.net/;https://rusoil.net/page/abiturientam;https://rusoil.net/page/kulturno-massovaya-rabota-1;;;1;1;1;;1;;1;;;;;;;;;1;1;;;bolt cms;;php;;
Ухтинский государственный технический университет;общий технический;https://www.ugtu.net/;Ukhta State Technical University;296;;;;;Ухта;11;https://www.ugtu.net/;https://www.ugtu.net/abitur;https://www.ugtu.net/obrazovanie/uchebnyye_podrazdeleniya;;;1;1;1;1;1;;1;3;3;;0;1;;;;1;;;;drupal;;php;;
Хабаровский государственный университет экономики и права;гуманитарный;http://www.ael.ru/;;;;;;;Хабаровск;27;http://www.ael.ru/;http://www.ael.ru/abiturientu/glavnaya-stranitsa/obyavleniya-novosti/;http://www.ael.ru/studentu/vneuchebnaya-deyatelnost/obedinennyy-sovet-obuchayushchikhsya/;;;1;1;1;1;1;;1;3;3;2;1;1;1;;;1;;;;1c-bitrix;bitrix special-aaVersion;php;;
Тихоокеанский государственный университет;общий;https://pnu.edu.ru/;Pacific National University;50;;96;;;Хабаровск;27;https://pnu.edu.ru/;https://pnu.edu.ru/ru/applicant/;https://pnu.edu.ru/ru/uvr/;;;1;1;1;1;1;1;1;3;5;2;1;1;1;;;;1;;;django cms;;python;;
Хакасский государственный университет (ХГУ) имени Н.Ф. Катанова;общий;http://www.khsu.ru/;Khakas State University;168;;;;;Абакан;19;http://www.khsu.ru/;http://khsu.ru/abitur/;http://khsu.ru/student/fdps/;;1;;;;;;;;;;;;;;;;;;;;;;php;;
Южно-Уральский государственный гуманитарно-педагогический университет;гуманитарный;https://www.cspu.ru/;Chelyabinsk State Pedagogical University;116;;;;;Челябинск;74;https://www.cspu.ru/;https://www.cspu.ru/priemnaya-kampaniya;https://www.cspu.ru/samoupravlenie/stud-obedineniya;;;1;0;1;1;;;1;3;2;;1;1;;;1;;;;;joomla;;php;;
Челябинский государственный университет;общий;https://www.csu.ru/;Chelyabinsk State University;67;;;;;Челябинск;74;https://www.csu.ru/;https://www.csu.ru/prospective-students;https://www.csu.ru/students;;;1;1;1;1;;1;1;13;3;;1;1;;;;;;;;;;asp.net;;
Череповецкий государственный университет;общий;https://www.chsu.ru/;Cherepovets State University;283;;;;;Череповец;35;https://www.chsu.ru/;https://www.chsu.ru/abiturient;https://www.chsu.ru/delo/stud-org;;;1;1;1;1;1;1;1;3;5;3;1;1;1;1;1;;;1;2;1c-bitrix;slabovid.ru (mibok);php;;
Чеченский Государственный Педагогический университет;гуманитарный;https://chspu.ru/;;;;;;;Грозный;95;https://chspu.ru/;https://chspu.ru/priemnaja-kampanija/;https://chspu.ru/studencheskie-organizacii-3/;;;1;1;1;1;1;;1;10;5;3;1;1;1;1;1;;1;;2;wordpress;isvek.ru (bvi);php;;
Чеченский государственный университет;общий;https://www.chesu.ru/;;;;;;;Грозный;95;https://www.chesu.ru/;https://chesu.ru/abitur/bachelor/;https://www.chesu.ru/edu;;;1;1;0;1;;;1;10;3;;1;0;;;;1;;;;joomla;;php;;
Чувашский государственный педагогический институт им. И.Я. Яковлева;гуманитарный;http://www.chgpu.edu.ru/;Chuvash State Pedagogical University;282;;;;;Чебоксары;21;http://www.chgpu.edu.ru/;http://www.chgpu.edu.ru/abiturientu/priem-2021-2022/;http://www.chgpu.edu.ru/studentu/novosti-i-obyavleniya/;;;1;1;1;1;1;1;1;3;5;3;1;1;0;;1;1;1;;2;dle;div=access;php;;
Чувашский государственный университет им. И. Н. Ульянова;общий;https://www.chuvsu.ru/;Chuvash State University;120;;;;;Чебоксары;21;https://www.chuvsu.ru/;https://abiturient.chuvsu.ru/;http://studsovet21.ru/sto/;;;1;1;1;1;1;0;1;10;5;3;1;1;1;1;1;;1;;2;wordpress;isvek.ru (bvi);php;;
Ивановский государственный университет - Шуйский филиал;общий;http://sspu.ru/;;;;;;;Шуя;37;http://sspu.ru/;http://sspu.ru/abitur/;http://sspu.ru/pages/student/index.html;;;1;1;1;1;0;;1;3;3;2;1;1;1;;;;;;;;;php;;
Южно-Российский государственный политехнический университет им. М.И. Платова;общий технический;https://www.npi-tu.ru/;South-Russian State Technical University;255;;63;;;Новочеркасск;61;https://www.npi-tu.ru/;https://abiturient.npi-tu.ru/;https://www.npi-tu.ru/index.php?id=5453;;;1;1;0;1;1;;1;10;5;3;1;1;1;1;1;;;;3;1c-bitrix;;php;;
ИСОиП (филиал) ДГТУ в г. Шахты;общий технический;https://www.sssu.ru/;;;;;;;Шахты;61;https://www.sssu.ru/;https://www.sssu.ru/Default.aspx?tabid=324;https://www.sssu.ru/Default.aspx?tabid=210;;;1;1;1;1;1;;1;10;3;;1;1;;;;1;;;;dnn;;asp.net;;
Южно-Уральский государственный университет;общий;https://www.susu.ru/;South Ural State University;14;39;61;22;8;Челябинск;74;https://www.susu.ru/;https://abit.susu.ru/;https://www.susu.ru/ru/tvorchestvo-i-kultura;;;1;1;1;1;;;1;3;3;;1;1;;;1;;;;2;drupal;;php;;
Северо-Восточный федеральный университет им. М. К. Аммосова;общий;https://www.s-vfu.ru/;North-Eastern Federal University;36;94;40;;9;Якутск;14;https://www.s-vfu.ru/;https://www.s-vfu.ru/abiturientu/;https://www.s-vfu.ru/universitet/rukovodstvo-i-struktura/instituty/;;;1;1;1;1;1;0;1;10;5;3;1;1;0;1;1;;1;;2;1c-bitrix;isvek.ru (bvi);php;;
Ярославский государственный педагогический университет им. К. Д. Ушинского;гуманитарный;http://yspu.org/;Yaroslavl State Pedagogical University;130;;;;;Ярославль;76;http://yspu.org/;https://priem.yspu.org/;http://yspu.org/%D0%A1%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D1%82%D0%B0%D0%BC;;;1;1;1;;1;;1;;;;;;;;;1;;;;mediawiki;;php;;
Ярославский государственный технический университет;общий технический;http://www.ystu.ru/;Yaroslavl State Technical University;268;46;;;;Ярославль;76;http://www.ystu.ru/;https://www.ystu.ru/admissions/;https://www.ystu.ru/students/;;;1;1;1;1;1;;1;4;3;2;1;1;0;;;;;;;1c-bitrix;;php;;
Первый Московский государственный медицинский университет им. И.М. Сеченова;медицинский;https://www.sechenov.ru/;Moscow Medical Academy;28;27;18;20;8;Москва;77;https://www.sechenov.ru/;https://www.sechenov.ru/admissions/;https://www.sechenov.ru/learners/;;1;;;;;;;;;;;;;;;;;;;;1c-bitrix;;php;;
Московский государственный институт международных отношений (Университет) МГИМО МИД России;гуманитарный;https://mgimo.ru/;Moscow State Institute of International Relations;21;13;7;12;;Москва;77;https://mgimo.ru/;https://abiturient.mgimo.ru/;https://mgimo.ru/about/structure/student-org/;;;1;1;0;;1;;1;;;;;;;;;1;1;1;;1c-bitrix;;php;;
Белгородский государственный национальный исследовательский университет;общий;https://www.bsu.edu.ru/bsu/;Belgorod State National Research University;13;61;38;23;9;Белгород;31;https://www.bsu.edu.ru/bsu/;https://xn--90abehmvqhbtlcki3k.xn--p1ai/;https://www.bsu.edu.ru/bsu/social-activity/;;;1;1;1;1;1;1;1;0;5;0;1;;;;1;;;1;2;1c-bitrix;;php;;
Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации (РАНХиГС);гуманитарный;https://www.ranepa.ru/;Russian Presidential Academy of National Economy and Public Administration;4;18;10;22;9;Москва;77;https://www.ranepa.ru/;https://www.ranepa.ru/pk/bakalavr-serv/;https://www.ranepa.ru/studencheskaya-zhizn-v-akademii/;;;1;1;1;1;1;;1;3;3;2;0;1;0;;;;;;;1c-bitrix;;php;;bitrix24
